Document_group	Document_name	N_coded_segments	N_memos	Author	Country	Sex	Marital_status	Employment_status	Employment_status_of_partner	Highest_obtained_diploma	N_children_in_household	How_many_children_.in_.family_you_grew_up	Who_of_your_parents_paid_job	Temporal_dimension	Sq1_Change	Sq2_Satisfaction	Sq3_Personal.control	Sq4_Strereotypes	Sq5_Outcome	Sq6_FairvsUnfair	Sq7_Gender	Key_actors_in_the_story	Age	text
LT_quotes	LT_Q_M_45_CFR	20	0	YW	16	1	2	1	1	5	2	2	3	1970-2010	0	0	0	0	0	0	0	-	45	*| 1 | LT_Q_M_45_CFR |*| 2 | R: (...). We were two children in our family but the age difference was big, I could especially feel this from my father because he was more demanding to the older son that to the younger. Obviously, more discipline, bigger requirements were requested from the older son, as I personally feel it, the requirements from the younger son were lower, much lower*| *|   |*| 4 |  R: Our mother, somehow as a mother ... She was better, more sincere, and warmer to children. She tried to soften many things and so on. (...) Perhaps I as a man and a father require more now from my children. Perhaps less in a sense of discipline, but perhaps the times are different now. We talk more with our children, there are more discussions, more chats than, let’s say, once ‘prescribed discipline’ ... Obviously, in my own family I also have two children a boy and a girl. I don’t why, maybe due to my own upbringing or background, but I have slightly different requirements to my son. I have more demanding requirements to him to be stronger, stricter, and more responsible. I am more forgiving to my daughter. However, my wife is stricter to our daughter*| *|  |*| *| Men get angry more easily, men do a lot of nonsenses  more often, they hurt themselves, they get drunk, on the contrary, women somehow avoid that. For women it can sometimes be enough to chat with a friend and automatically she will be relaxed, everything fades away. Men somehow store everything inside; women may release their steam through tears. A man keeps everything inside, I don’t know why this is so, a man will not allow himself any tears. He would better carry this burden inside than show it to others.  Well, men*| *|  There is a settled tradition tears are not acceptable to a man, man must always be strong and so on*| *|   |*| 6 |  |
LT_quotes	LT_Q_F_55_PRO	15	0	YW	16	2	1	1	0	6	1	6	3	1970-1980	0	0	0	0	0	0	0	aunt	55	*| 1 | LT_Q_F_55_PRO |*| 3 | R: My choices, what I wanted and what I have been suggested, they are a little bit related to how to choose a feminine specialisation and how to enter in a feminine discipline. It was a faculty of soft industry in the Kaunas Institute of Polytechnics, specialisation related to the sewing and so on. So, I have chosen, it has happened so, that I studied the leather technologies. To be more precise, the footwear industry which at that time was occupied by women, however, this wasn’t a feminine specialisation at all, it was more masculine: equipment, machines. I wouldn’t say that feminine tasks can be found there. I wanted to study architecture at that time; however, I somehow lost this opportunity.  |*| *|  |*| 5 | R: Well, it was not so that somebody wanted to harm me. Maybe, I would not have entered, it was like that*| *|  Let’s say so, my aunt, who at that time had a degree related to the constructions. And at that time architecture, let’s say, it was a bit different than it is at these days. It was more related to the production.  |*| 7 |  R: She just gave me an advice. She did not force me, just an advice which one is better. She was a role model to me. She was the youngest sister of my mother. So, I have listened to her advice and applied to university in Kaunas.  |*| 9 | R: Not exactly in this field. Maybe she was right. Maybe it was really difficult for a woman to work in this field at that time.  |*| 11 | R: Because now you can see more women working in the field of architecture. However, at that time it was a masculine specialisation. You could find only men in this field of career. She (aunt) worked with these*| *|  Of course, the conditions were not bad, she used to earn a lot, well, I don’t know. |*| 13 | R: I don’t know what she said. She advised me not to go to study in Vilnius. She said that I should ask for material support or something. However, at the end I went to live in Vilnius when I graduated from University after 5 years. It’s difficult to understand what their motives were when they gave advices to me.  |
LT_quotes	LT_Q_F_55_CRF	20	0	YW	16	2	1	1	0	6	1	6	3	1970-2010	0	0	0	0	0	0	0	mother, father,  siblings, children, institutions	55	*| 1 | LT_Q_F_55_CRF |*| 2 | The interviewee carefully describes the situation in which her partner left her alone to deal with her pregnancy and she had to bring un the child on her own.. |*| 3 | R: Simply, well how, one day you meet your significant other. There are people who don’t find anybody. We met each other. He was a friend of my brother. He seemed to me like a person whom I liked*| *| However, as it later on had occurred; he didn’t have a sense of responsibility at that time. I wouldn’t say that*| *| He was around thirty or something, maybe several years younger, but he said that it is too early to him to have children. But I don’t know when the right time for such a person is – it’s always too early. Even those who are eighteen years old have a family and here... |*| 5 | R: Here, in my situation, it’s neither fair nor unfair. This was my decision. He expressed his decision. He suggested, he said ‘why do we need it’ (speaks about the baby and suggests an abortion). And then I said that I wasn’t asking an advice from him. Then everything was fine, however, he disappeared when my child was born.   |*| 6 | (...) |*| *|  However, it is hard very hard financially and psychologically when you don’t have a support. But children grow up in much worse conditions. Well, looking from this side, we never had much in our life. It was difficult, very difficult. Now when I remember it is difficult to comprehend and realise how I have managed to survive this.   |*| 10 | R: Well, how they say, people who are born under the sign of Pisces don’t cry. When you are raising your children you cannot allow yourself to fall apart. I can tell you one episode. Once when we were coming back from the Christmas holiday, the longer ones, at that time my daughter used to go to the children garden.   |*| 11 | In the train*| *|  We had a lot of belongings and sleds. I remember having sleds with which I took her and all my belongings to the central station. I was alone with her. Trains stop in the station for a short time. I could not manage to bring all my stuff and the child to the train at once. I put all belongings to the train and when I was coming back to pick her up but the train started moving. My child was left alone in the empty station. I immediately rushed to check each door from which I could jump out...I had found one doors open to the other side of the train then I jumped  out of the moving train and wrapped the pole so that I wouldn’t fall down. (*| *| ). I remember jumping out from the moving train because my child was left in the station. It was hard... Because it’s physically hard (speaks in general about being a single mother).  |*| 12 | (...) |*| 14 | R: No. When everybody grew up then everything went better. Now I have started thinking about myself. My child is an adult and now I have started thinking about my own life. I have a partner with whom I am together for seven years. We have a relationship however we don’t have any decent conditions to live together but we meet each other quite often. And my daughter perceives him differently now. When she was little I couldn’t allow myself to try, to date because you cannot bring a stranger to your house when child sees. You cannot have a relationship because you cannot be sure that it ends up successfully.  |
LT_quotes	LT_Q_F_63_PRO	28	0	YW	16	2	4	3	0	7	0	3	3	1960-1990	0	0	0	0	0	0	0	lecturers, friends, priests, Partner, children, Grandmother, te	63	"*| 1 | LT_Q_F_63_PRO |*| 3 |  (...) R: My family was not particularly satisfied (with her being so busy with work and studies), because I always left home early in the morning and had to work from morning till night. I had to ask my grandmother to look after my children, because the children at that time were still quite little: one-year-old, the other two and a half. They were too little to go to the nursery. So, my grandmother had agreed to look after the children. Once grandmother had agreed, I had the possibility of taking the suggested position. However, I had no idea that it would be so demanding.  My Saturdays, even Sundays were occupied. Nobody respected your free time. None cared about anyone. Your job had to be done properly. And I always have had such an attitude that if you do something - do it well. Even more, you devote yourself to your work and do your best. Besides that, it was an interesting job. (*| *| )  |*| 4 | However, this situation became unbearable to my grandmother. She felt ill. There was not anybody who could look after my children. And I had to give away my children to the nursery. One of the nurseries asked that if I agreed to be an employee, a teacher in the nursery, they would let my children to attend the nursery. They lacked the staff, namely a person in charge of the child's creative activities. They (nursery) had heard from the Department of Education apparently that I have a talent for this kind of job. They called and said: ‘If you come to work, we will accept your children’. As at that time there was huge competition and a long line/row of those who wanted their children to be accepted in the nursery. Some had to wait a year. So I had agreed with my employers from the Education Department (my employers at that time) that they would keep a place for me, and here I am, I went to work in the nursery school as a teacher with my two children. They were very happy because both of them were assigned in one group and they could visit me at my office any time they wanted. (*| *| .) In this way my goal was reached – my children attended the nursery school. However, I did not like to work there because I could not realize myself, there was not enough space for me there (...) Therefore, I came back to the Department of Education, but still studied psychology. I was already in the third year of studies in Siauliai University. (*| *| .) Once my lecturer told me that ‘here (in Siauliai University) you do not have anything to do, you need to study psychology at university. You have to study general psychology and you are wasting your time here’. I was sent to St Petersburg to join Gercen University, Psychology, PhD (*| *| ) |*| 5 |  And then I left (to St Petersburg to sit her admission exams). (*| *| ) |*| 6 | I left without letting my family know about this because I knew that they would not let me. It would be horror to my granny! The children had to be brought to the nursery every day 28 kilometers away from our home, there was no direct buses. My husband left home at six in the morning, returned just in the evening. What to do now? But here I do not know what had happened. This was not for my career, but I have always had a desire to learn. I am interested in everything. I like being interested in everything, everything makes me wonder. And St Petersburg was my dream. I had been dreaming about it since my early youth, in the ninth grade I wanted to join the astronaut school there. (*| *| ) And then, of course, without telling anyone I stayed in St Petersburg to take my entrance exams. (*| *| ) |*| 7 | When I returned home after ten days (the respondent spent 10 days in St Petersburg without telling anybody). I returned home and told everyone that from now on I study not at Siauliai University, but in St Petersburg. My husband immediately wanted a divorce (they did not divorce at the end). He was terribly angry because I did not discuss this with him. This was the main reason he was angry.  My mother - she was also very furious about that because she was against the Russians. Father – he was exiled to Siberia once, and did not approve my choice (*| *| ). Just my grandmother said, \""Child, if you need to study, go, we will bring up the children. It's not every day but only several times a year during the exam sessions’. Well, this is thanks to my grandmother that I continued studying and had graduated with cum laude. I loved my studies: Art, culture, theater, art and art history! |*| 8 |  |*| 9 |  |*| 10 |  |*| 11 |  |*| 12 |  |*| 13 |  |*| 14 |  |*| 15 |  |*| 16 |  |*| 17 |  |*| 18 |  |"
LT_quotes	LT_Q_F_63_CFR	47	0	YW	16	2	4	3	0	7	0	3	3	1950-1970	0	0	0	0	0	0	0	grandmother,neighbour	63	"*| 1 | LT_Q_F_63_CFR |*| 2 | R: In the school at a young age I was very boyish because I used to play football, I used to go camping, I climbed fences, I used to go everywhere... Boys had always been in my company, not girls. I had shared one school desk with a boy for a long time. My first love, in the third grade*| *|  I was in love with my school desk friend. In short, I was more like a boy because boys were freer and less constrained. And yet nobody [the respondent by saying nobody means girls and women] in the village had worn trousers, but I was already wearing it because I had to play football. I have had glasses from the fifth grade and they hindered my playing, so, I always used to put them aside when I was playing. In short, honestly, femininity could have not been found in me. Maybe because of that, I am not sure; I used to dream about the motherhood in my childhood. But even in my childhood, there was no smell of maternity whatsoever. And just later on, I started to realize the qualities of a woman in me and the motherhood. When my beloved, my future husband, in one letter wrote (he used to write me letters when he was serving in the army): ‘Do you want to have my children?’ So, then I wrote him back that I had not dreamed about the children, but I thought that our children would be very beautiful. Then somehow I have started to realize that I would have to become a mother.  |*| 3 | R: Before our marriage, my and my future husband’s relationship had lasted for eight years. We had not had the love relationship [sexual relations/intercourse]. Also, my future husband, in the very beginning of our relationship, challenged me. I remember we even did not kiss, even then when I was eighteen years old. We used to sit on the stairs in front of my family house (I did not let him in my house) and he leaned towards me and asked (he lived eighteen kilometers away from me, so, he used to come over with his bike when I was back from my studies in the capital city). And he asked: \""Do you know what is the greatest value for a girl?\"" I started to think: being a good housewife, being neat, not to mention being beautiful, of course. However, I had not succeeded in guessing the right answer. And then he embraced me so strongly and cuddled and said – ‘virginity’. This was for me... First of all, I felt shame that I could not say this first, secondly, that this man thinks this way. Up until now this [virginity] is the greatest value for me and I keep telling this to my children. My grandson is in a relationship now, has a girlfriend. And I always say him: ‘You know how it was when your grandfather said this to me?’ Of course, other times - other children.  (...) R: First of all, you know, femininity and the fact that the biggest gift of being born a woman is that I can be a mother. I possess that from a young age, I dreamed about the kids. And when I was little*| *| In the countryside, during the post-war years... I was born in the post-war years, in 1947. I did not have any dolls*| *|  I lived far away in the country side where the house had a dirty floor. There was no electricity, as in most places in the village at that time. I used to make my dolls from straws and rags – they were my children. And when we let the cows graze in the fields in the summer, there were these plants, linen. And this linen*| *| *|  But He was distant to me, I had a formal faith. But if I had had faith, if He had allowed me to get pregnant, he would have allowed giving birth to the babies. It was my biggest weakness of my entire life and the biggest grievance, I do not have any other regrets*| *| Just that that I have not given a birth to other two children. And now my daughter is continuing my desire. She has three [children] now, but she plans on having five. But it is also the issue of age, she is forty-two. She has started to give birth when she was over thirty already. She got married when she was thirty. She thinks that the greatest happiness is to be a mother. I watched as she brings up her children. She has inherited my maternal feelings. My femininity is like the embodiment of motherhood.  |*| *| We got married after eight years of our relationship. All the time we were faithful to each other. He also wanted to have children and he loved our children very much. However, the difficult life circumstances have occurred. We had a strong relationship, big love to each other... Respect*| *| Later, he felt sick - the disease of alcohol, alcoholism. Because his family had roots in the alcoholism and, although he did not drink at a young age, he began to progress, because he worked for the Russian team at the factory and used to drink every day at work. And it [alcoholism], without even noticing, sucked him in, absorbed him... Due to this, the rest of our life was very difficult, but it ...  |*| 5 |  (...) |*| 6 |  R: ... He always respected me very much. And we were in an agreement that if he came back drunk, then he did not make any claims to me as a woman [no sexual intercourse]. He always kept this respect, even during the most difficult times. Later on he passed away, he had a stroke, he had a very high blood pressure, and he died young, 45-years-old. I raised the children mostly on my own, as he used to work from six in the morning till twelve in the evening, and he used to come back very late. He used to leave early in the morning and returned late at night and he was able to be with the children only in the weekends, but when the children were little, they attended the Sunday nursery school, because I was studying in Leningrad, St. Petersburg, the Institute of Culture at that time.  |"
LT_quotes	LT_Q_M_78_PRO	11	0	YW	16	1	2	6	6	4	0	4	3	1960-1980	0	0	0	0	0	0	0	wife	78	*| 1 | LT_Q_M_78_PRO |*| 3 | R: No, I did not have a girlfriend when I arrived to live there. I came here in 1960 on January. You know, they appointed me. At these times we were not able to choose that much in our lives. We were not used to that. It was like that. They appointed me and then I thought OK I would work here, I would try. Then I started working. I liked the job. In addition to that, I found a wife in 1962, who just had graduated from an academy. She was appointed as an agronomist at the same job place that’s why we meet each other.   |*| 4 | (...) |*| 6 | R: Then I was trapped (means felt in love with his future wife) and did not consider coming back. It is like that. |*| 7 | (...) |*| *|  |*| 9 | R: She was an agronomist. She had a full-time job there. |*| 11 | R: My wife was successful at her job as I was. There were any obstacles for neither of us. We hadn’t received any complaints about the work we do.  |*| 12 | (...) |*| 14 | R: Well, it’s difficult to say. We divided all tasks among ourselves*| *| I had tasks related more to*| *|  We didn’t have an apartment for several years. Later on we got an apartment and then I become in charge of looking after the surrounding (environment) and my wife looked after our children, we looked after our children together. One of us worked another one couldn’t. Therefore our children attended a kindergarten. You know at these times, we both took an initiative but of course my wife was more involved in these things, she took the children to the kindergarten.  |*| 16 | R: Yes, we both worked. We both worked at the same place.  |*| *|  |*| 18 | R: It couldn’t be so. We used to go to our jobs and we hired a maiden when our children were small.  |*| 20 | R: Yes, indeed the maiden helped us with all household chores and cooking. And, indeed, my wife was involved in these things. I can admit that I am not a culinary specialist. No, it’s not like that. Yes, my wife was in charge of this.  |
LT_quotes	LT_Q_M_78_CRF	22	0	YW	16	1	2	6	6	4	0	4	3	19960-2010	0	0	0	0	0	0	0	wife	78	*| 1 | LT_Q_M_78_CRF  |*| *| *|  (..) (*| *| ) R: Everything I have just told*| *| *|  But somehow to take a belt strip and spank children to a mam, when a dad is watching ... Maybe it doesn’t seem acceptable... I have never spanked my children, but I think that this is like that (a man has to spank children, not a woman). This comes from our ancestors, it was like that for thousands of years and probably something in the genes comes from this side. Nowadays we all hope that women would have equal opportunities, I think this would be very nice that there would be equality, but everyone is ... However, I would not like to see that a woman, in case of a disaster or conflict would take a gun in her hands and go to defend ... The country should be protected, they (women) should also defend the country, however, they have to find another way of doing it, find some other niche, because this is the responsibility of a man. |*| 4 | R: Why? Why isn’t this the duty of girl? I would say ‘cross over the river’ – who will swim? A boy or a girl? (*| *| ) If someone needs to wade the river or snow which is till the neck – to whom this fits more to a girl or to a boy? Man is stronger. Please admit man is stronger and the thing is that this is a hard work – this is a hard work. For example, now Japan quite advanced country and what a disaster they have today. 150 people were determined to go to cool the nuclear power plant and among these people there were not any single woman. All men! |*| *|   |
IT_quotes	IT_Q_F_19_LEI	20	0	Sangiuliano M	15	2	1	5	0	3	0	2	3	1990_2010	3	5	5	5	5	5	5	myself; educators; leisure associations	19	"*| 1 | IT_Q_F_19_LEI2 |*| 2 | R: It was something peculiar as when I was 3 years old I was going to swim, as most of the children do, as I was scared of water, and so my parents wanted me to learn but I was not really either  fond of it or interested in practising it at a competitive level, and when I wanted to swim I used to go to the beach, then I started to practice judo, I started when I did not know exactly which sport I would have liked most, my parents didn’t push me to do any sports, as they always advised me and supported me in my choices, since when I was a child, they didn't want to influence me. Then I lived near the (name of a sport centre) my windows are in front of it and one summer day I saw boys, they were older than me, for sure, dressing these kimono, these coloured belts, dressing like judoka, who were practising some tecniques, I can't remember exactly but I remember them having fun in this very cosy and nice context that looked like a party and I asked my parents what they were doing, I became very curious, they answered me and they brought me there asking if I wanted to try and a real love for judo began, it lasted at least 11 years, then I had to quit for reasons,,, well I had to choose, either I had to choose school or sport as I came to very high level in competitions... |*| 3 | (...)  |*| 4 | R: There is the fact is that judo is a male dominated sport, and when I started there were not many girls, they were almost all boys and the thing that always struck me was that whenever I told anybody that I was practising judo, the first thing people thought of was “Oh my God, you’re a tomboy!” or, \""what a masculine sport you’re in”, it was a sort of ‘universal judgement’ and nobody would have told you “Judo? Really? What a beautiful sport!”. I was rather told “Shall I be scared of you?”. So you didn’t know if you would have been happy of those opinions or not, as you don’t know if those statements shall be deemed as criticism or praise, the fact that you are unassailable, as you can defend yourself from anything, from any potential approach; for sure you are a judo-girl  and you feel a bit excluded, as girls from 5 to 11 years old tend to enrol in dance courses or volley or other feminine sports, what else? Tennis too. Martial arts were known only as masculine sports at that time, so for me it was a bit peculiar to find myself in certain situations, like for example at the beginning of the year my physical education teacher at the beginning of the year asked us 'which sports are you practising?', all girls were answering the same sport and I came out and said 'judo!' and the teacher herself was surprised of it. |*| 5 | Then with time things have changed as judo gained a lot of appeal and we were a lot of people at the sport centre, a lot of girls, and I found  a very beautiful context. I always had a strong personality and was not disappointed about comments but a different girl could have reacted in a another way, being hurt or feeling stigmatised*| *|   |*| 7 | R: No, it isn't. At primary school there is not that feeling of being set aside, more or less you are friend of anybody else, but boys for sure they treat you more like one of them, this is very peculiar 'ehi, are you making judo? then you are a tomboy!', but even my grandmother was telling me: 'why don't you do a different sport?', grandmothers they are always worried about you, they were scard I could hurt myself, while it is a very calm sport, really a soft one, if you do it the right way you're not going to hurt yourself in any way, but even grandmas they had to get worried ' you'r really our familiy's tomboy!', but in my opinion this is not true at all, as judo like all martial arts it's a sport that can be practised by men and women without the need of having this distinction and of course it's not that men are more talented, in my experience and in my opinion I had many girlfriends who practised judo and we were all good the same way and then you measure yourself, as you have fights, with techniques, of course, it is very nice to confront, men with women, as you cannot give it for granted that men will necessarily or have to do it... |*| 8 | (...) |*| 10 | R: Well, I never thought about it, as they never influenced us, they never told me 'go to and do judo as you need to defend yourself! |*| 11 | (...) |*| 12 | R: This never came to my ming as judo... you have to live not as continuos fight, or as aggressiveness, there are many prejudices about these sports, in my opinion, all the trainings, the context, it was a lot of fun ... |*| 14 | R: I never thought of it...   |"
IT_quotes	IT_Q_F_19_CFR	30	0	Sangiuliano M	15	2	1	5	0	3	0	2	2	1990_2010	2	5	2	5	5	5	5	myself;mother; father; siblings	19	*| 1 | IT_Q_F_19_CFR1 |*| 3 | And I realized that while a girl of a certain age is not allowed to go out at night, a boy may be allowed to do it, to stay out with his friends earlier, at least this happened in my experience; I have an example of something that happened in these days, as my brother who is 16 years old asked to go on holidays with some friends of him. If I would have done it at 16, I think my parents would have not allowed me to do it with my own girlfriends; if on one side I can maybe say “you did not behave like that with me”, I can understand that parents may be more worried about their daughter, as women risk to a wider extent than boys in the world outside. |*| 4 |  For sure there would be many things to say about consenting to go out, to go to party, I never went out before I was 15/16 years old, I did not do it as my own friends they were not allowed to go out at night themselves while now teenagers start to do it when they are at the junior high school, I don't know, maybe times have changed... |*| 5 | I : How old is your brother?   |*| 7 | I : But you feel to be part of a different generation than your brother?  |*| 8 | R :Yes, this is for sure, and this is something I verified also with other people of the same age as I am, they are allowed to do many more things, and they have many more things, as far as my brother is concerned and for sure also because he is a boy, they are much more permissive and soft, is not that they are giving him whatever he is asking for? but another example is about computer; I didn't use it until a certain age, not because they didn't want me, I wasn't that interested in, and then the social networks' fashion boosted, these arrived more or less when I was 16, while my brother he grew up with them, these things already existed when he was 12/13, he was not connected everyday and he easn't a maniac of these websites but for sure he met the computers' world, videogames and technologies long before me.    |*| 9 | (*| *| )  |*| 10 | R: (...) Then there is something else, domestic work, for example  |*| 12 | R: It’s not that my brother is exempted from it, but if I don’t make it, mainly my mother in this case, as my father is not going to tell me “do the washing up, do this or that” but she needs help and for sure she is not going to ask my brother for washing up, to hang up the washing or to make beds, so my brother is always leaving the bed unstripped, while I was raised with the expectation that I should have stripped it down, and he never makes it.   |*| 13 |    |*| 15 | R : That's for sure, my father is very messy, he needs his mess even in his work, but for sure women are the ones who work more at home.  |*| 16 | I often was  envying my brother as each time I wondered  “why do I always have to do anything and he doesn’t?”. If I don’t tidy up my room my mother is calling me all sort of names as she loves order and tidiness and me and my brother we also share the same room, and if his part of the room is more than usual he can always say “yes, I am going to clean up later on” and she is going to do it for him as she knows how he is lazy and she knows he is never going to do it, he says he’s going to do it but he won’t, while I am the one who tends to help her more. If she has to ask for help she won’t ask my brother, not because she gives preference to him but this is something natural to her to ask a woman than a man, as he is lazier and bad at doing these things. |*| 17 | I : Is this a matter for discussion between you and with your parents?  |*| 19 | I : You were talking about your personal experience and said that you had the feeling that your parents thought of their daughter being potentially more at risk: which type of risk do you think they were referring to? |*| 20 | R : Of course girls are more at risk if they find themselves alone in certain situations, you may face quite big problems, you can be approached by boys, they may come on to you, bad things may happen, for sure as girls may face this kind of problems, boys may find themselves to face bullying, in those days there's a lot of talking about it, but it's true that living in (name of the town) we are not touched by all these things, someone may follow you in the street, some one may insistently come on to you and you don't know what to do, a drunk boy may take you, aand there are circunstances when a girl may find herself  that are not really... maybe a younger girl, with no doubts this is quite a safe town, of course a girl may be more at risk of being raped, or victim of violence, or a robbery but this is not happening in (name of the town), if you live in (name of the another area of the same time) then things are different, parents are worrried anyway but for sure they always looked at me as someone they needed to protect as a daughter, more than their son.  |
IT_quotes	IT_Q__M_20_LEI	11	0	Sangiuliano M	15	1	1	5	0	3	0	1	3	2000_2010	1	1	5	4	5	1	5	myself; mother; father; Health Providers; doctors, ;doctor; pol	20	*| 1 | IT_Q_M_20_LEI |*| *|  |*| 3 | Yes, this was the most*| *| . |*| 4 | I : Interesting. |*| 5 | R: Relevant, as it really struck me, actually when we saw, as I said, my parents thought of I had been beaten, when they arrived and brought me, I mean, the policemen or something, when they made the alcohol test, any questions  vanished, as they said “ok, it’s something that may happen, watch out the next time*| *| ” |*| 6 | I : Did they make any specific comments?  |*| 7 | R: Yes they did, to my parents, saying “you should probably reconsider the way you educated him “*| *|  I have to say that my parents almost died about it, but*| *|   |*| 8 | I : I can imagine,*| *|  (laughs) |*| 9 | R: Actually, it never happened again but I was surprised about it as in such cases with a medical proof, there should be a certain degree of control, to understand if it already happened before etc, while nothing similar happened and everybody just took it as a college prank.  |*| 10 | I : And did they use the “masculine” label or did they say “it’s a boys’ thing”? |*| 11 | R : Yes, yes they did. |*| 12 | I : How did they exactly express it? |*| 13 | R : They said, expecially the doctor, that this is something which commonly happens to teenagers  |*| 14 | I : Teenagers as boys?. |*| 15 | R : Yes, and that’s why it is not relevant and they did not reproach me, no  berating by the doctor or the things you can see in tv fiction, nothing of that.  |
IT_quotes	IT_Q_M_20_EDU	20	0	Sangiuliano M	15	1	1	5	0	3	0	1	3	2000_2010	1	3	5	3	5	1	5	myself; teachers; schools	20	*| 1 | IT_Q_M_20_EDU2 |*| 2 | R: Then for example at school since the junior high school, to be a boy it was also meaning  |*| 3 | “poorly applying yourself to study”, in spite of having good results at exams, being a boy was a by word for he is not really committed and could do more |*| 4 | (...) |*| 5 | R: It was always like that, either he is not committed or he disturbs, than it could be true or not, but with girls there was never*| *|  I don’t know what they wanted from boys*| *|  |*| 6 | (...) |*| 7 | R: Yes, both at junior and high school there was always a cleavage, today the conduct mark is quite valued, while when I was at school it wasn’t at all, but in general boys were always marked 8 (means: not a good conduct, as being scored 10 in this case means that the pupil has a “normal”- “proper” behaviour) while girls who were even disturbing or were tricking like those ones who stayed at home the day before the exam in order to study they were always ignored, nothing relevant, anyway*| *| there was always this...   |*| 8 | I : Yes, like more attention paid to deviations from a correct behaviour? |*| 9 | R : Yes, yes, more control. |*| 10 | I : For boys? |*| 11 | R :Yes it was always a bit.... |*| 12 | I : At the same time, referring to boys as those who are less committed even in spite of their results, which type of effect may have on real behaviours of both boys and girls? |*| 13 | R: I can imagine that these could be destructive arguments to someone who was actually applying himself to studying but was not performing at his best, and being told like that could really bring someone down, but as for me I was never touched by, I was aware I was applying, studying and all that, so on that side I was lucky to be a boy as I never cared about it. |*| 14 | (...) |*| 15 | I : Anyway,  to say 'he could do better' is a sort of double judgement, dont' you agree? As on one side you'r told 'you're not committed enough', which is something negative, on the other side there's a sort of compensation, like recognizing you're talented as you could do even better*| *|  |*| 16 | R : Yes, yes, I actually thought it was a kind of standard answer to be given to parents, as my mother she is a teacher herself and she is using quite the same words. |*| 17 | I : Oh! (laughs) |*| 18 | R : (laughs) But we have to say that even when you reached this famous 'doing better' or doing more, I didn't expect to be cheered or red carpets but just recognizing what I had done, beyond marks, but it was always the negative side to be stressed, like 'that time he didn't study because of that reason and so he started not to study anymore', I always faced this when I was studying... |*| 19 | (...) |*| 20 | R: Girls were much more excused, I don’t know if it was for an exaggerated equal opportunity principle. There was always this sort of inequality*| *| . |*| 21 | R: Yes, and there was always some inequality, girls were much more justified.  |*| 22 | I : Do you mean that it was implicit that girls were more commited to studying? |*| 23 | R : Yes, or when in a certain situation she did not study, or did not come to school to avoid an exam or something, there was always a more reasonable ground than for a boy. |
IT_quotes	IT_Q_M_20_CFR	16	1	Sangiuliano M	15	1	1	5	0	3	0	1	3	2000_2010	4	6	5	5	3	4	5	myself; friends; media;	20	*| 1 | IT_Q_M_20_CFR3 |*| 2 | R: Another thing that I always found relevant was that in love affairs being a man and being interested or trying to get in touch with a girl or to become his friend, being a boy is usually an automatic by word for “trying on it with somebody” or  'He is trying on it with me', and in spite of this, which is not always true, then it obviously depends on individuals, but girls always get off on the wrong foot.  |*| 3 | R: For example, it happened that a friend of mine was interested in a girl, he was my best friend and so I starter having a friendly behaviour with this girl too. Without being intrusive in any way but she automatically thought of “he is trying on it with me in spite of being his best friend!” which wasn’t my intention at all but*| *|  |*| 4 | (...) |*| 5 | I : (Nodding). Is this a stereotype or does it happen in reality, or is it challenged by real behaviours by girls and boys?  |*| 6 | R: Well, sometimes it may really be like that, there are boys who like to have as many girls as possible, and they try on it with several of them at once, so I can even understand girls, and justify their behaviour, their being a bit scared about the reason why that boy has started to say hallo or*| *|  but when you get to know someone and you started going out with him, you should be able to understand his real intentions.  |*| 7 | (...) |*| 8 | R:  For sure contacts become much more ‘cold’, you limit yourself to the minimum in conversations, to avoid problems that you may have and this is impacting also on relations with other people because either you are considered as the haughty one and barely talks to people, or the one who is really and definitely trying on it. You should behave quite spontaneously when you talk to people while you can’t, you have to build a lot thoughts and minds on what to say and what to avoid, and therefore it becomes a bit problematic to have relations with other people. |*| 9 | (...) |*| 10 | R: My childhood, we are already in the '90s, so models for boys had already changed, as far as I remember (it seems such a long time ago), there was and I think it's still the same today, this 'must' about being a football player, now with new sports, there have been more variety, then we didn't have those boys taking part to TV enterteinment shows and playing the role of latin lovers, so those things did not influenced me. But in my childhood I lived with the idea of becoming a football player for a while, but the way my parents educated me, it was much more oriented to study than sport, so I started to study music since when I was a child, as I can play the piano, so I was fond of that, but then when you grow up and you have physical education and you go out with friends, you cannot go and not being able to play soccer, at least a bit, or playing basket, so I always found myself in a sort of middle way, I can play but I am not that good player, I have been forced to learn sports to be able to establish relationships, as you cannot be one  of those who always carry a book with them, also to avoid the opposite labelling of being a swot. (...)    |*| 11 | R: Personally I never perceived events of the so called bullying which is much common nowadays, as I have always been able to command respect and at a certain age I started practising martial arts, as you never know but... In spite of this I never took part to a fist fight or a brawl or anything similar, and I don't know how but I could always step out from situations where something like that could have happened, or maybe I was lucky, but I never experienced that  traditional side of masculity, being a bit violent.    |
